Interaction_Date,KOL _Name,Current_Tier,Kol_Qualification,Therapeutic_Area,Speciality_within_TA,KOL_years_of_Experience,Adoption_Ladder,KOL_Location,KOL_Territory,SocialMedia_Twitter,SocialMedia_Linkedin,SocialMedia_YouTube,Overall_Kol_Rating,Connection_to_Advisory_Boards,Research_Participated,Research_Experience,Fundinghistory_researchgrants,Fundinghistory_ConsultingFees,Fundinghistory_researchgrants,No_Of_Publications,Trainings_Delivered,Professional_Certification,KOL_affiliations_academicinstitutions,KOL_Affiliations_Hospital_and_medical_Centres,KOL_Affiliations_ProfessionalAssocaitionsandsocities,KOL_Affiliations_Pharma_and_biotech_companies,KOL_Affiliations_Government_and_Regulatory_bodies,KOL_Affiliations_patientadvocacy_and_nonprofit_organisations,Internationa_Presentations_Presented,National_ntations_Presented,KOL_FollowUp,Previous_meeting_agenda,Previous_Meeting_SubTopics,Current_Discussion_Topic,Current_Meeting_Subtopics,Current_Channel_of_interaction,Company_Event,Interaction_intent,Items/topics_to_exchange,KOLMSL_Relation,Next_Action_Items,Proposed_Next_Channel_Of_interaction
31-Aug-19,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,12656,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Discuss on potential drug interactivity with various conditions,Drug interations during pregnancy,Drug effects during pregnancy.,,Video Call,Clinical Trials,Seek opinions on the different drug effects and side effects during pregnancy,Drug interaction reports and studies,Good,Create a consolidation of interactiosn ranging from early pregnancy to early infacy post birth,Phone Call
7-Oct-19,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,12656,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Drug effects during pregnancy.,Drug transferance,Change of existing prescribed drug to new drug,,Phone Call,Clinical Trials,Exchange on drug transferance,"Drug analysis, fall throughs",Good,Do a survey with HCO's on understanding existing dynamics,Phone Call
13-Nov-19,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,12656,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Change of existing prescribed drug to new drug,Understand KOLs perspective on drug interactions from pregnancy to post birth,Interrelativity of drug symtoms during pregnancy from mother to child,,Phone Call,Clinical Trials,Understand and come to a conclusion about the drug interaction,"Reports of drug administration, lab sheets, and moleular reports",Good,Create a reference guide,Phone Call
20-Dec-19,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,12656,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Interrelativity of drug symtoms during pregnancy from mother to child,Drug safety,Risk associated with the drug during administration,,Phone Call,Clinical Trials,Seek advice on drug risks and potential mitigations,"Molecular report, drug dynamics, and drug delivery methods",Good,Consultation report with HCPs,Phone Call
26-Jan-20,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,12656,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Risk associated with the drug during administration,Drug Efficacy,Discuss on potential drug dosage and drug efficacy over short and long duration,,Phone Call,Clinical Trials,Seek Guidance on drug administration over variety of patient demographic,Drug interaction study,Good,Identify groups of candidates for clinical studies currently consulting with KOL,Video Call
3-Mar-20,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,12656,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Discuss on potential drug dosage and drug efficacy over short and long duration,Identification of potential Candidates,Discussion on patient candidate requirements,,Video Call,Clinical Trials,Understand potential candidate choices in consultation to KOL,Closed case study suiting the patient demographic,Good,Referendum,In-Person
9-Apr-20,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13004,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Discussion on patient candidate requirements,Delivery of Drug and Drug administration,Methods and technologies used to deliver the drug,,In-Person,Clinical Trials,Consult with the KOL on identification of drug delivery,How to deliver drug to the human body and potential target site,Good,Create comparative study,Video Call
16-May-20,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13004,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,Yes,Methods and technologies used to deliver the drug,Drug resistance,Discuss on drug resistance in certain patients,,Video Call,Clinical Trials,Explore ways on which patients and generate drug resistance,Abalation study over previous records of similar compounds,Good,Seek clarity and generate report with the help of biochemists,In-Person
22-Jun-20,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13004,8112,4320,4.3,8,11,22,612k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Discuss on drug resistance in certain patients,Special case of Elderly patients,Ideate on the drug resistance due in elderly patients,,In-Person,Clinical Trials,Identify factors for potential drug ambiguity in elderly patients,Causesheet of existing drug apenditures,Good,Study existing reports and create abalation report,Video Call
29-Jul-20,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13004,8112,4522,4.3,8,11,22,612k,245,445k,39,28,24,5,7,5,2,4,9,4,65,Yes,Ideate on the drug resistance due in elderly patients,Patient Safety,Discuss on the safety of the trial patient involved,,Video Call,Clinical Trials,Understand KOLs perspective on patient safety,"Regulatory checks, and guidelines on patient safety",Good,Create a study on different levels of patient involvement through different stages of the trials,Video Call
4-Sep-20,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13004,8112,4522,4.3,8,11,22,612k,245,445k,39,28,24,5,7,5,2,4,9,4,65,Yes,Discuss on the safety of the trial patient involved,Trial reports for FDA,Understand directives before sharing report to FDA for phase trials,,Video Call,Clinical Trials,Seek KOLs clarity and his stance post phase trials,Share all premtive documents and reports,Good,Compile all the reports and feedbacks from KOL,Video Call
11-Oct-20,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13004,8112,4522,4.3,8,11,22,612k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Understand directives before sharing report to FDA for phase trials,Insurance Co-pay coverage,Discuss on the coverage of the drug by co-pay programs,,Video Call,Clinical Trials,Discuss exsiting norms and new items to be informed to the insurance firms for the addition of the drug to the co-pay programs,Insurance co-pay programs report for drug coverage,Good,Seek information from Insurance companies and seek advisory chairs extension,In-Person
17-Nov-20,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13004,8112,4522,4.3,8,11,22,612k,260,445k,41,28,24,5,7,5,2,4,9,4,65,No,Discuss on the coverage of the drug by co-pay programs,Insurance coverage,Insurance coverage of the drug over different patient demographics,,In-Person,Clinical Trials,Share with KOL current insurance vetted programs that might cover the drug cost,Insurance plantiffs report for drug coverage,Good,Research on whatnew items checklist might need to be added,Phone Call
24-Dec-20,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13004,8112,4522,4.3,8,11,22,612k,260,445k,41,28,24,5,7,5,2,4,9,4,65,No,Insurance coverage of the drug over different patient demographics,Drug Availability,On the Drug availability to patients,,Phone Call,Clinical Trials,Discuss with the KOL on the current drug availability scenrio to patients,Redaction reports encompassing the drug availability,Good,Updation of factsheets,Video Call
30-Jan-21,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13004,8112,4522,4.3,8,11,22,612k,260,445k,41,28,24,5,7,5,2,4,9,4,65,No,On the Drug availability to patients,Drug Pricing,Discuss drug pricing post trials,,Video Call,Clinical Trials,Share with KOL the current vision on the price of drugs,Share the development cost sheet and expected return,Good,Take KOL feedback report for adjustment if needed,Phone Call
8-Mar-21,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13004,8112,4522,4.3,8,11,22,612k,260,480k,41,28,24,5,7,5,2,4,9,4,65,No,Discuss drug pricing post trials,Drug Lifespan,Inform the KOL on drug lifespan,,Phone Call,Clinical Trials,Share company outlook of the drug's vision,Current Vision Statements,Good,Include KOLs feedback,Video Call
14-Apr-21,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13212,8234,4522,4.3,8,11,22,643k,260,480k,41,28,24,5,7,5,2,4,9,4,65,No,Inform the KOL on drug lifespan,Prescriptive information,Take KOLs input on prescriptive information,,Video Call,Clinical Trials,Understand the core prescriptive information to be adhered to,share current drug labels,Good,Incorporate the feedback into a decadence report for the internal teams,Video Call
21-May-21,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13212,8234,4677,4.3,8,11,22,643k,260,480k,41,28,24,5,7,5,2,4,9,4,65,No,Take KOLs input on prescriptive information,Patient Withdrawal Symptops,Discuss potential Withdrawal symptoms of candidates,,Video Call,Clinical Trials,Understand different kinds of patient withdrawal symptoms from the KOL,List of essential practices used for patient wellness,Good,Seek incidents and reports during past trials of drug,Video Call
27-Jun-21,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13212,8234,4677,4.3,8,11,22,643k,260,480k,41,28,24,5,7,5,2,4,9,4,65,No,Discuss potential Withdrawal symptoms of candidates,Identity Protection,Protection of Trial patients Identity,,Video Call,Clinical Trials,Guidance on protection of identity of patient trials,Previous trial methodicals,Good,Liability report,In-Person
3-Aug-21,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13212,8234,4677,4.3,8,11,22,643k,260,480k,41,28,25,5,7,5,2,4,9,4,65,No,Protection of Trial patients Identity,Genetic Response,Patient's Genetic Response,,In-Person,Clinical Trials,Understanding Genetic responses to drug,Drug induced genetic responses,Good,Study on genetic mutation,Phone Call
9-Sep-21,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13212,8234,4677,4.3,8,11,22,643k,260,480k,41,29,25,5,7,5,2,4,9,4,65,No,Patient's Genetic Response,Drug Overdose issues,Problems related to drug overdose,,Phone Call,Clinical Trials,Discuss on the scenarios of drug overdose and its effect,"Potential patient fall through reports, expected behaviour, consolidation reports of patient recovery",Good,Create a short report on different patient groups,Video Call
16-Oct-21,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13212,8234,4677,4.3,8,11,22,643k,260,480k,41,29,25,5,7,5,2,4,9,4,65,Yes,Problems related to drug overdose,Adverse Events based on drug administration,Consult the KOL on potential adverse events certain patients might face due to drug administration,,Video Call,Clinical Trials,Root cause discussion over molecularity of Adverse effects,Labs reports of first cases,Good,Send extended study reports,Video Call
22-Nov-21,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13212,8234,4677,4.3,8,11,22,643k,260,480k,42,29,25,5,7,5,2,4,9,4,65,Yes,Consult the KOL on potential adverse events certain patients might face due to drug administration,Reactions based on drug administration,Consult the KOL on potential reactions certain patients might face due to drug administration,,Video Call,Clinical Trials,Proper understanding on side effects and reactions after drug administration,Drug administration related reactions,Good,Share with KOL a report of existing understanding and prolific study,In-Person
29-Dec-21,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,13212,8234,4677,4.3,8,11,22,643k,260,480k,42,29,26,5,7,5,2,4,9,4,65,No,Consult the KOL on potential reactions certain patients might face due to drug administration,Drug Recovery,Post Drug administration recovery,,In-Person,Clinical Trials,Discuss on the drug recovery phase,Preliminary study reports and patient transripts,Good,Consult and create report with phase trial officers,In-Person
4-Feb-22,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,4,"College Park, Washington",East Coast,13212,8355,4677,4.3,8,11,22,678k,260,480k,42,29,26,5,7,5,2,4,9,4,65,No,Post Drug administration recovery,Drug Interactions,Interaction of drug with different molecules,,In-Person,Clinical Trials,Discuss on how the drug is reacting to different molecules,Test Reports of patient criterion,Good,Relative summary from previous trials,Video Call
13-Mar-22,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,4,"College Park, Washington",East Coast,13212,8355,4677,4.3,8,11,22,678k,260,480k,42,29,26,5,7,5,2,4,9,4,65,No,Interaction of drug with different molecules,Drug Effectiveness,How well the drug will react in non-controlled scenario,,Video Call,Clinical Trials,Seek KOLs opinion and guidance on the study of drug effectiveness in real world scenario,Current phase trial reports,Good,Adjunct report,Video Call
19-Apr-22,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,4,"College Park, Washington",East Coast,13343,8355,4677,4.3,8,11,22,678k,260,480k,42,29,26,5,7,5,2,4,9,4,65,No,How well the drug will react in non-controlled scenario,Drug Formulation updates,Updates on drug formulation,,Video Call,Clinical Trials,Share with KOL updates on drug formulation for better site activity,New formula supportive documents,Good,Consolidated factsheet,Video Call
26-May-22,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,4,"College Park, Washington",East Coast,13343,8355,4677,4.3,8,11,22,678k,260,480k,42,29,26,5,7,5,2,4,9,4,65,No,Updates on drug formulation,Emerging areas of action,Discuss with KOL the new areas of action post trials,,Video Call,Clinical Trials,Understand and report the new areas of action to KOL,Share suggestive documents,Good,Create and share a report of the study,Video Call
2-Jul-22,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,4,"College Park, Washington",East Coast,13343,8355,4785,4.3,8,11,22,678k,260,480k,42,29,26,5,7,5,2,4,9,4,65,No,Discuss with KOL the new areas of action post trials,Usage of sequential Therapy,Discuss on the usage of sequential therapy during the trials,,Video Call,Clinical Trials,Seek from KOL his opinion on Sequential drug therapy for the trials,Existing literature and counter arguments,Good,Share KOLs understanding to respective stakeholders,Video Call
